"order_id";"unique_order_no";"order_date";"ship_date";"ship_mode";"sales";"quantity";"profit";"Pack";"return_id";"product_id";"customer_id";"order_key";"ship_key";"location_id"
482;"CA-2019-113516";"2019-09-08";"2019-09-10";"Second Class";67.136;4;23.4976;"Low";228;694;762;"2019-09-08";"2019-09-10";248
483;"CA-2019-113551";"2019-08-18";"2019-08-20";"First Class";83.84;8;30.392;"Medium";230;1237;547;"2019-08-18";"2019-08-20";130
484;"CA-2019-113551";"2019-08-18";"2019-08-20";"First Class";2.068;1;-3.4122;"Low";230;677;547;"2019-08-18";"2019-08-20";130
485;"CA-2019-113600";"2019-12-15";"2019-12-17";"Second Class";2.214;3;-1.476;"Low";231;622;675;"2019-12-15";"2019-12-17";103
486;"CA-2019-113607";"2019-10-14";"2019-10-18";"Standard Class";111.96;2;54.8604;"Low";232;1109;598;"2019-10-14";"2019-10-18";327
487;"CA-2019-113607";"2019-10-14";"2019-10-18";"Standard Class";111.96;2;54.8604;"Low";232;1108;598;"2019-10-14";"2019-10-18";327
488;"CA-2019-113607";"2019-10-14";"2019-10-18";"Standard Class";1091.93;7;272.9825;"Medium";232;1755;598;"2019-10-14";"2019-10-18";327
489;"CA-2019-113621";"2019-12-01";"2019-12-05";"Standard Class";179.97;3;44.9925;"Low";233;1747;348;"2019-12-01";"2019-12-05";408
490;"CA-2019-113621";"2019-12-01";"2019-12-05";"Standard Class";172.5;2;51.75;"Low";233;68;348;"2019-12-01";"2019-12-05";408
491;"CA-2019-113656";"2019-01-23";"2019-01-29";"Standard Class";59.99;7;21.5964;"Medium";234;159;126;"2019-01-23";"2019-01-29";271
492;"CA-2019-113726";"2019-11-24";"2019-12-01";"Standard Class";82.26;3;33.7266;"Low";235;251;659;"2019-11-24";"2019-12-01";443
493;"CA-2019-113733";"2019-12-08";"2019-12-12";"Standard Class";249.584;2;31.198;"Low";236;1701;450;"2019-12-08";"2019-12-12";183
494;"CA-2019-113733";"2019-12-08";"2019-12-12";"Standard Class";68.112;3;17.8794;"Low";236;1488;450;"2019-12-08";"2019-12-12";183
495;"CA-2019-113733";"2019-12-08";"2019-12-12";"Standard Class";16.56;3;-2.484;"Low";236;1549;450;"2019-12-08";"2019-12-12";183
496;"CA-2019-113747";"2019-05-28";"2019-06-04";"Standard Class";185.88;6;50.1876;"Medium";237;558;758;"2019-05-28";"2019-06-04";219
497;"CA-2019-113803";"2019-03-24";"2019-03-26";"First Class";22.48;1;10.3408;"Low";238;1112;761;"2019-03-24";"2019-03-26";400
498;"CA-2019-113817";"2019-11-07";"2019-11-11";"Standard Class";27.68;2;9.688;"Low";239;778;504;"2019-11-07";"2019-11-11";443
499;"CA-2019-113831";"2019-05-30";"2019-06-03";"Standard Class";62.1;6;29.808;"Medium";240;933;34;"2019-05-30";"2019-06-03";458
500;"CA-2019-113831";"2019-05-30";"2019-06-03";"Standard Class";2275.5;10;386.835;"High";240;339;34;"2019-05-30";"2019-06-03";458
501;"CA-2019-113831";"2019-05-30";"2019-06-03";"Standard Class";1979.7;6;653.301;"Medium";240;1501;34;"2019-05-30";"2019-06-03";458
502;"CA-2019-113845";"2019-11-20";"2019-11-25";"Standard Class";289.568;2;10.8588;"Low";241;45;275;"2019-11-20";"2019-11-25";350
503;"CA-2019-113845";"2019-11-20";"2019-11-25";"Standard Class";244.768;4;24.4768;"Low";241;1730;275;"2019-11-20";"2019-11-25";350
504;"CA-2019-113845";"2019-11-20";"2019-11-25";"Standard Class";39.72;5;4.4685;"Medium";241;1350;275;"2019-11-20";"2019-11-25";350
505;"CA-2019-113978";"2019-09-25";"2019-09-29";"Standard Class";331.536;3;-82.884;"Low";242;1335;748;"2019-09-25";"2019-09-29";78
506;"CA-2019-113978";"2019-09-25";"2019-09-29";"Standard Class";24.224;2;-4.8448;"Low";242;1380;748;"2019-09-25";"2019-09-29";78
507;"CA-2019-113978";"2019-09-25";"2019-09-29";"Standard Class";286.256;1;17.891;"Low";242;442;748;"2019-09-25";"2019-09-29";78
508;"CA-2019-114104";"2019-11-20";"2019-11-24";"Standard Class";14.62;2;6.8714;"Low";243;951;558;"2019-11-20";"2019-11-24";131
509;"CA-2019-114104";"2019-11-20";"2019-11-24";"Standard Class";944.93;7;236.2325;"Medium";243;1769;558;"2019-11-20";"2019-11-24";131
510;"CA-2019-114209";"2019-05-21";"2019-05-26";"Standard Class";1.964;2;-3.2406;"Low";244;630;56;"2019-05-21";"2019-05-26";104
511;"CA-2019-114209";"2019-05-21";"2019-05-26";"Standard Class";82.656;9;30.996;"Medium";244;1184;56;"2019-05-21";"2019-05-26";104
512;"CA-2019-114307";"2019-07-22";"2019-07-26";"Standard Class";51.84;8;24.8832;"Medium";245;1214;488;"2019-07-22";"2019-07-26";84
513;"CA-2019-114307";"2019-07-22";"2019-07-26";"Standard Class";37.68;2;10.5504;"Low";245;413;488;"2019-07-22";"2019-07-26";84
514;"CA-2019-114307";"2019-07-22";"2019-07-26";"Standard Class";5.4;3;2.592;"Low";245;696;488;"2019-07-22";"2019-07-26";84
515;"CA-2019-114307";"2019-07-22";"2019-07-26";"Standard Class";27.42;3;9.3228;"Low";245;166;488;"2019-07-22";"2019-07-26";84
516;"CA-2019-114405";"2019-04-07";"2019-04-12";"Standard Class";36.744;3;3.6744;"Low";246;1311;55;"2019-04-07";"2019-04-12";371
517;"CA-2019-114405";"2019-04-07";"2019-04-12";"Standard Class";33.528;3;2.5146;"Low";246;435;55;"2019-04-07";"2019-04-12";371
518;"CA-2019-114405";"2019-04-07";"2019-04-12";"Standard Class";33.528;3;2.5146;"Low";247;435;55;"2019-04-07";"2019-04-12";371
519;"CA-2019-114405";"2019-04-07";"2019-04-12";"Standard Class";36.744;3;3.6744;"Low";247;1311;55;"2019-04-07";"2019-04-12";371
520;"CA-2019-114482";"2019-11-21";"2019-11-25";"Second Class";404.94;3;109.3338;"Low";248;1663;222;"2019-11-21";"2019-11-25";117
521;"CA-2019-114482";"2019-11-21";"2019-11-25";"Second Class";40.46;7;19.8254;"Medium";248;1197;222;"2019-11-21";"2019-11-25";117
522;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";171.55;5;80.6285;"Medium";249;722;349;"2019-12-05";"2019-12-09";161
523;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";384.45;11;103.8015;"High";249;1621;349;"2019-12-05";"2019-12-09";161
524;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";384.45;11;103.8015;"High";250;1621;349;"2019-12-05";"2019-12-09";161
525;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";171.55;5;80.6285;"Medium";250;722;349;"2019-12-05";"2019-12-09";161
526;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";1951.84;8;585.552;"Medium";249;54;349;"2019-12-05";"2019-12-09";161
527;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";1951.84;8;585.552;"Medium";250;54;349;"2019-12-05";"2019-12-09";161
528;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";149.97;3;5.9988;"Low";249;1653;349;"2019-12-05";"2019-12-09";161
529;"CA-2019-114489";"2019-12-05";"2019-12-09";"Standard Class";149.97;3;5.9988;"Low";250;1653;349;"2019-12-05";"2019-12-09";161
530;"CA-2019-114538";"2019-12-26";"2019-12-27";"First Class";11.328;2;2.5488;"Low";251;537;613;"2019-12-26";"2019-12-27";83
531;"CA-2019-114601";"2019-08-26";"2019-09-02";"Standard Class";479.97;3;163.1898;"Low";252;1525;3;"2019-08-26";"2019-09-02";120
532;"CA-2019-114601";"2019-08-26";"2019-09-02";"Standard Class";8.64;3;2.5056;"Low";252;539;3;"2019-08-26";"2019-09-02";120
533;"CA-2019-114601";"2019-08-26";"2019-09-02";"Standard Class";447.84;4;98.5248;"Low";252;355;3;"2019-08-26";"2019-09-02";120
534;"CA-2019-114601";"2019-08-26";"2019-09-02";"Standard Class";11.56;2;5.6644;"Low";252;1034;3;"2019-08-26";"2019-09-02";120
535;"CA-2019-114601";"2019-08-26";"2019-09-02";"Standard Class";209.97;3;58.7916;"Low";252;1685;3;"2019-08-26";"2019-09-02";120
536;"CA-2019-114713";"2019-07-07";"2019-07-12";"Standard Class";45.584;7;5.1282;"Medium";253;1413;660;"2019-07-07";"2019-07-12";200
537;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";1.872;3;-1.4352;"Low";255;821;460;"2019-07-18";"2019-07-24";116
538;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";544.008;3;40.8006;"Low";254;89;460;"2019-07-18";"2019-07-24";116
539;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";544.008;3;40.8006;"Low";255;89;460;"2019-07-18";"2019-07-24";116
540;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";593.568;2;0.0;"Low";254;1324;460;"2019-07-18";"2019-07-24";116
541;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";1.872;3;-1.4352;"Low";254;821;460;"2019-07-18";"2019-07-24";116
542;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";338.04;3;-33.804;"Low";254;1274;460;"2019-07-18";"2019-07-24";116
543;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";338.04;3;-33.804;"Low";255;1274;460;"2019-07-18";"2019-07-24";116
544;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";593.568;2;0.0;"Low";255;1324;460;"2019-07-18";"2019-07-24";116
545;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";854.352;3;10.6794;"Low";254;88;460;"2019-07-18";"2019-07-24";116
546;"CA-2019-114727";"2019-07-18";"2019-07-24";"Standard Class";854.352;3;10.6794;"Low";255;88;460;"2019-07-18";"2019-07-24";116
547;"CA-2019-114748";"2019-10-09";"2019-10-14";"Standard Class";169.568;2;0.0;"Low";256;185;538;"2019-10-09";"2019-10-14";372
548;"CA-2019-114748";"2019-10-09";"2019-10-14";"Standard Class";1.408;1;0.1584;"Low";256;499;538;"2019-10-09";"2019-10-14";372
549;"CA-2019-114860";"2019-12-22";"2019-12-28";"Standard Class";41.96;2;10.9096;"Low";257;201;224;"2019-12-22";"2019-12-28";313
550;"CA-2019-114860";"2019-12-22";"2019-12-28";"Standard Class";842.72;8;202.2528;"Medium";257;146;224;"2019-12-22";"2019-12-28";313
551;"CA-2019-114867";"2019-12-23";"2019-12-28";"Standard Class";7.968;2;2.6892;"Low";258;1020;283;"2019-12-23";"2019-12-28";371
552;"CA-2019-114867";"2019-12-23";"2019-12-28";"Standard Class";7.968;2;2.6892;"Low";258;1019;283;"2019-12-23";"2019-12-28";371
553;"CA-2019-114867";"2019-12-23";"2019-12-28";"Standard Class";1499.97;5;-374.9925;"Medium";258;1710;283;"2019-12-23";"2019-12-28";371
554;"CA-2019-114895";"2019-11-21";"2019-11-28";"Standard Class";12.96;2;6.3504;"Low";259;1000;533;"2019-11-21";"2019-11-28";327
555;"CA-2019-114944";"2019-01-30";"2019-02-04";"Standard Class";156.512;4;52.8228;"Low";260;1200;312;"2019-01-30";"2019-02-04";72
556;"CA-2019-114951";"2019-06-26";"2019-07-03";"Standard Class";22.14;3;6.4206;"Low";261;216;224;"2019-06-26";"2019-07-03";433
557;"CA-2019-114972";"2019-11-03";"2019-11-06";"First Class";1101.48;4;429.5772;"Low";262;432;575;"2019-11-03";"2019-11-06";271
558;"CA-2019-114972";"2019-11-03";"2019-11-06";"First Class";87.71;7;41.2237;"Medium";262;979;575;"2019-11-03";"2019-11-06";271
559;"CA-2019-114972";"2019-11-03";"2019-11-06";"First Class";82.95;5;29.0325;"Medium";262;1433;575;"2019-11-03";"2019-11-06";271
560;"CA-2019-114972";"2019-11-03";"2019-11-06";"First Class";217.584;2;-29.9178;"Low";262;66;575;"2019-11-03";"2019-11-06";271
561;"CA-2019-115224";"2019-12-08";"2019-12-11";"Second Class";34.05;3;9.534;"Low";263;1267;195;"2019-12-08";"2019-12-11";433
562;"CA-2019-115224";"2019-12-08";"2019-12-11";"Second Class";34.05;3;9.534;"Low";264;1267;195;"2019-12-08";"2019-12-11";433
563;"CA-2019-115224";"2019-12-08";"2019-12-11";"Second Class";352.38;2;81.0474;"Low";264;1363;195;"2019-12-08";"2019-12-11";433
564;"CA-2019-115224";"2019-12-08";"2019-12-11";"Second Class";352.38;2;81.0474;"Low";263;1363;195;"2019-12-08";"2019-12-11";433
565;"CA-2019-115378";"2019-11-18";"2019-11-23";"Second Class";301.96;2;33.2156;"Low";265;62;38;"2019-11-18";"2019-11-23";468
566;"CA-2019-115476";"2019-03-17";"2019-03-17";"Same Day";129.98;2;62.3904;"Low";266;1634;763;"2019-03-17";"2019-03-17";328
567;"CA-2019-115476";"2019-03-17";"2019-03-17";"Same Day";32.54;2;15.9446;"Low";266;648;763;"2019-03-17";"2019-03-17";328
568;"CA-2019-115483";"2019-07-14";"2019-07-18";"Second Class";219.84;5;79.692;"Medium";267;1073;397;"2019-07-14";"2019-07-18";217
569;"CA-2019-115504";"2019-03-12";"2019-03-17";"Standard Class";12.96;2;6.2208;"Low";268;1204;482;"2019-03-12";"2019-03-17";308
570;"CA-2019-115525";"2019-07-25";"2019-07-29";"Standard Class";243.88;5;27.4365;"Medium";269;367;640;"2019-07-25";"2019-07-29";476
571;"CA-2019-115574";"2019-12-23";"2019-12-24";"First Class";141.372;2;-14.1372;"Low";270;31;101;"2019-12-23";"2019-12-24";72
572;"CA-2019-115588";"2019-11-10";"2019-11-12";"Second Class";14.72;5;-3.312;"Medium";271;1392;18;"2019-11-10";"2019-11-12";476
573;"CA-2019-115588";"2019-11-10";"2019-11-12";"Second Class";38.976;3;-2.436;"Low";271;1308;18;"2019-11-10";"2019-11-12";476
574;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";194.94;3;23.3928;"Low";272;1253;582;"2019-09-05";"2019-09-07";120
575;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";70.95;3;20.5755;"Low";272;1343;582;"2019-09-05";"2019-09-07";120
576;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";91.36;4;42.0256;"Low";272;1123;582;"2019-09-05";"2019-09-07";120
577;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";242.94;3;29.1528;"Low";272;90;582;"2019-09-05";"2019-09-07";120
578;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";22.05;7;10.584;"Medium";272;934;582;"2019-09-05";"2019-09-07";120
579;"CA-2019-115756";"2019-09-05";"2019-09-07";"Second Class";12.22;1;3.666;"Low";272;144;582;"2019-09-05";"2019-09-07";120
580;"CA-2019-115917";"2019-05-20";"2019-05-25";"Standard Class";15.424;4;5.0128;"Low";274;813;608;"2019-05-20";"2019-05-25";488
581;"CA-2019-115917";"2019-05-20";"2019-05-25";"Standard Class";1049.2;5;272.792;"Medium";273;156;608;"2019-05-20";"2019-05-25";488
582;"CA-2019-115917";"2019-05-20";"2019-05-25";"Standard Class";1049.2;5;272.792;"Medium";274;156;608;"2019-05-20";"2019-05-25";488
583;"CA-2019-115917";"2019-05-20";"2019-05-25";"Standard Class";15.424;4;5.0128;"Low";273;813;608;"2019-05-20";"2019-05-25";488
584;"CA-2019-116232";"2019-09-22";"2019-09-26";"Standard Class";7.506;9;-6.0048;"Medium";275;779;13;"2019-09-22";"2019-09-26";365
585;"CA-2019-116232";"2019-09-22";"2019-09-26";"Standard Class";7.506;9;-6.0048;"Medium";276;779;13;"2019-09-22";"2019-09-26";365
586;"CA-2019-116232";"2019-09-22";"2019-09-26";"Standard Class";16.56;2;5.796;"Low";276;931;13;"2019-09-22";"2019-09-26";365
587;"CA-2019-116232";"2019-09-22";"2019-09-26";"Standard Class";16.56;2;5.796;"Low";275;931;13;"2019-09-22";"2019-09-26";365
588;"CA-2019-116337";"2019-11-07";"2019-11-12";"Standard Class";314.088;3;19.6305;"Low";277;1292;480;"2019-11-07";"2019-11-12";104
589;"CA-2019-116337";"2019-11-07";"2019-11-12";"Standard Class";44.46;5;-17.784;"Medium";277;206;480;"2019-11-07";"2019-11-12";104
590;"CA-2019-116344";"2019-07-29";"2019-08-02";"Standard Class";84.784;2;-16.9568;"Low";278;1312;386;"2019-07-29";"2019-08-02";371
591;"CA-2019-116379";"2019-11-07";"2019-11-12";"Standard Class";57.584;2;20.1544;"Low";279;673;446;"2019-11-07";"2019-11-12";433
592;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";376.74;4;71.162;"Low";281;416;332;"2019-09-01";"2019-09-05";120
593;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";24.1;5;11.086;"Medium";280;813;332;"2019-09-01";"2019-09-05";120
594;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";29.52;4;14.4648;"Low";281;629;332;"2019-09-01";"2019-09-05";120
595;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";11.96;2;2.99;"Low";281;613;332;"2019-09-01";"2019-09-05";120
596;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";376.74;4;71.162;"Low";280;416;332;"2019-09-01";"2019-09-05";120
597;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";11.96;2;2.99;"Low";280;613;332;"2019-09-01";"2019-09-05";120
598;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";26.4;5;12.672;"Medium";281;658;332;"2019-09-01";"2019-09-05";120
599;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";26.4;5;12.672;"Medium";280;658;332;"2019-09-01";"2019-09-05";120
600;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";24.1;5;11.086;"Medium";281;813;332;"2019-09-01";"2019-09-05";120
601;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";8.78;1;2.2828;"Low";280;1695;332;"2019-09-01";"2019-09-05";120
602;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";8.78;1;2.2828;"Low";281;1695;332;"2019-09-01";"2019-09-05";120
603;"CA-2019-116526";"2019-09-01";"2019-09-05";"Standard Class";29.52;4;14.4648;"Low";280;629;332;"2019-09-01";"2019-09-05";120
604;"CA-2019-116540";"2019-09-02";"2019-09-02";"Same Day";1.81;1;0.6516;"Low";282;896;698;"2019-09-02";"2019-09-02";277
605;"CA-2019-116540";"2019-09-02";"2019-09-02";"Same Day";8.26;2;3.8822;"Low";283;822;698;"2019-09-02";"2019-09-02";277
606;"CA-2019-116540";"2019-09-02";"2019-09-02";"Same Day";1.81;1;0.6516;"Low";283;896;698;"2019-09-02";"2019-09-02";277
607;"CA-2019-116540";"2019-09-02";"2019-09-02";"Same Day";8.26;2;3.8822;"Low";282;822;698;"2019-09-02";"2019-09-02";277
608;"CA-2019-116547";"2019-01-10";"2019-01-17";"Standard Class";79.92;4;34.3656;"Low";284;137;407;"2019-01-10";"2019-01-17";443
609;"CA-2019-116547";"2019-01-10";"2019-01-17";"Standard Class";69.98;2;13.2962;"Low";284;1482;407;"2019-01-10";"2019-01-17";443
610;"CA-2019-116561";"2019-09-11";"2019-09-17";"Standard Class";332.94;3;6.6588;"Low";285;1368;248;"2019-09-11";"2019-09-17";434
611;"CA-2019-116561";"2019-09-11";"2019-09-17";"Standard Class";39.872;2;12.9584;"Low";285;681;248;"2019-09-11";"2019-09-17";434
612;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";40.67;7;12.6077;"Medium";286;877;119;"2019-10-27";"2019-10-31";327
613;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";427.644;14;80.7772;"High";286;56;119;"2019-10-27";"2019-10-31";327
614;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";427.644;14;80.7772;"High";287;56;119;"2019-10-27";"2019-10-31";327
615;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";40.67;7;12.6077;"Medium";287;877;119;"2019-10-27";"2019-10-31";327
616;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";33.48;2;1.3392;"Low";287;1269;119;"2019-10-27";"2019-10-31";327
617;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";33.48;2;1.3392;"Low";286;1269;119;"2019-10-27";"2019-10-31";327
618;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";9.728;2;3.2832;"Low";287;734;119;"2019-10-27";"2019-10-31";327
619;"CA-2019-116596";"2019-10-27";"2019-10-31";"Standard Class";9.728;2;3.2832;"Low";286;734;119;"2019-10-27";"2019-10-31";327
620;"CA-2019-116603";"2019-07-17";"2019-07-22";"Standard Class";45.96;2;13.788;"Low";288;427;59;"2019-07-17";"2019-07-22";327
621;"CA-2019-116722";"2019-11-11";"2019-11-16";"Standard Class";41.96;2;10.9096;"Low";289;201;456;"2019-11-11";"2019-11-16";433
622;"CA-2019-116722";"2019-11-11";"2019-11-16";"Standard Class";31.504;11;11.0264;"High";289;690;456;"2019-11-11";"2019-11-16";433
623;"CA-2019-116722";"2019-11-11";"2019-11-16";"Standard Class";451.152;3;0.0;"Low";289;133;456;"2019-11-11";"2019-11-16";433
624;"CA-2019-116736";"2019-01-17";"2019-01-21";"Standard Class";29.99;1;13.1956;"Low";290;1519;132;"2019-01-17";"2019-01-21";93
625;"CA-2019-116736";"2019-01-17";"2019-01-21";"Standard Class";322.59;3;64.518;"Low";290;274;132;"2019-01-17";"2019-01-21";93
626;"CA-2019-116736";"2019-01-17";"2019-01-21";"Standard Class";322.59;3;64.518;"Low";290;275;132;"2019-01-17";"2019-01-21";93
627;"CA-2019-116736";"2019-01-17";"2019-01-21";"Standard Class";371.97;3;66.9546;"Low";290;1472;132;"2019-01-17";"2019-01-21";93
628;"CA-2019-116736";"2019-01-17";"2019-01-21";"Standard Class";371.97;3;66.9546;"Low";290;1473;132;"2019-01-17";"2019-01-21";93
629;"CA-2019-116764";"2019-08-27";"2019-09-02";"Standard Class";9.216;4;3.3408;"Low";291;950;264;"2019-08-27";"2019-09-02";205
630;"CA-2019-116799";"2019-03-03";"2019-03-06";"First Class";563.43;5;-56.343;"Medium";292;132;357;"2019-03-03";"2019-03-06";342
631;"CA-2019-116799";"2019-03-03";"2019-03-06";"First Class";42.784;7;15.5092;"Medium";292;1103;357;"2019-03-03";"2019-03-06";342
632;"CA-2019-116911";"2019-09-15";"2019-09-20";"Standard Class";1128.39;3;259.5297;"Low";293;348;344;"2019-09-15";"2019-09-20";484
633;"CA-2019-116911";"2019-09-15";"2019-09-20";"Standard Class";20.416;4;6.6352;"Low";293;664;344;"2019-09-15";"2019-09-20";484
634;"CA-2019-116918";"2019-10-01";"2019-10-06";"Second Class";5.388;4;-4.49;"Low";294;783;365;"2019-10-01";"2019-10-06";200
635;"CA-2019-116918";"2019-10-01";"2019-10-06";"Second Class";30.976;8;5.0336;"Medium";294;570;365;"2019-10-01";"2019-10-06";200
636;"CA-2019-116974";"2019-10-09";"2019-10-15";"Standard Class";23.976;4;-15.5844;"Low";295;1778;521;"2019-10-09";"2019-10-15";480
637;"CA-2019-117121";"2019-12-17";"2019-12-21";"Standard Class";9892.74;13;4946.37;"High";296;634;7;"2019-12-17";"2019-12-21";120
638;"CA-2019-117226";"2019-12-30";"2020-01-01";"First Class";6.924;6;-10.386;"Medium";297;810;414;"2019-12-30";"2020-01-01";113
639;"CA-2019-117226";"2019-12-30";"2020-01-01";"First Class";6.924;6;-10.386;"Medium";297;809;414;"2019-12-30";"2020-01-01";113
640;"CA-2019-117282";"2019-07-14";"2019-07-18";"Standard Class";14.16;2;5.133;"Low";298;781;231;"2019-07-14";"2019-07-18";327
641;"CA-2019-117408";"2019-08-31";"2019-09-06";"Standard Class";23.968;2;2.3968;"Low";299;1309;738;"2019-08-31";"2019-09-06";493
642;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";79.95;5;38.376;"Medium";300;790;125;"2019-11-27";"2019-11-30";128
643;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";25.92;4;12.4416;"Low";300;1062;125;"2019-11-27";"2019-11-30";128
644;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";25.92;4;12.4416;"Low";301;1062;125;"2019-11-27";"2019-11-30";128
645;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";34.65;3;9.702;"Low";301;477;125;"2019-11-27";"2019-11-30";128
646;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";79.95;5;38.376;"Medium";301;790;125;"2019-11-27";"2019-11-30";128
647;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";34.65;3;9.702;"Low";300;477;125;"2019-11-27";"2019-11-30";128
648;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";204.95;5;100.4255;"Medium";301;990;125;"2019-11-27";"2019-11-30";128
649;"CA-2019-117583";"2019-11-27";"2019-11-30";"First Class";204.95;5;100.4255;"Medium";300;990;125;"2019-11-27";"2019-11-30";128
650;"CA-2019-117590";"2019-12-08";"2019-12-10";"First Class";190.92;5;-147.963;"Medium";302;256;296;"2019-12-08";"2019-12-10";399
651;"CA-2019-117590";"2019-12-08";"2019-12-10";"First Class";1097.544;7;123.4737;"Medium";302;1783;296;"2019-12-08";"2019-12-10";399
652;"CA-2019-117604";"2019-09-04";"2019-09-09";"Standard Class";239.5;5;114.96;"Medium";303;1069;390;"2019-09-04";"2019-09-09";225
653;"CA-2019-117625";"2019-05-10";"2019-05-15";"Standard Class";7.072;2;2.3868;"Low";304;839;301;"2019-05-10";"2019-05-15";72
654;"CA-2019-117660";"2019-12-30";"2020-01-04";"Standard Class";13.712;2;1.0284;"Low";305;1394;93;"2019-12-30";"2020-01-04";90
655;"CA-2019-117660";"2019-12-30";"2020-01-04";"Standard Class";5.904;2;1.9926;"Low";305;966;93;"2019-12-30";"2020-01-04";90
656;"CA-2019-117681";"2019-04-09";"2019-04-14";"Standard Class";556.665;5;6.549;"Medium";306;12;313;"2019-04-09";"2019-04-14";271
657;"CA-2019-117849";"2019-04-15";"2019-04-17";"Second Class";143.7;3;68.976;"Low";307;1221;372;"2019-04-15";"2019-04-17";432
658;"CA-2019-117912";"2019-02-04";"2019-02-08";"Standard Class";14.368;2;3.9512;"Low";308;208;720;"2019-02-04";"2019-02-08";446
659;"CA-2019-117919";"2019-08-27";"2019-08-29";"Second Class";14.16;1;1.062;"Low";309;1355;718;"2019-08-27";"2019-08-29";209
660;"CA-2019-117919";"2019-08-27";"2019-08-29";"Second Class";79.92;5;27.972;"Medium";309;1222;718;"2019-08-27";"2019-08-29";209
661;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";7.216;2;1.7138;"Low";311;910;77;"2019-05-06";"2019-05-10";270
662;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";7.216;2;1.7138;"Low";310;910;77;"2019-05-06";"2019-05-10";270
663;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";49.568;2;15.49;"Low";311;1141;77;"2019-05-06";"2019-05-10";270
664;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";49.568;2;15.49;"Low";310;1141;77;"2019-05-06";"2019-05-10";270
665;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";54.712;7;11.6263;"Medium";311;303;77;"2019-05-06";"2019-05-10";270
666;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";54.712;7;11.6263;"Medium";310;303;77;"2019-05-06";"2019-05-10";270
667;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";54.712;7;11.6263;"Medium";311;302;77;"2019-05-06";"2019-05-10";270
668;"CA-2019-118052";"2019-05-06";"2019-05-10";"Standard Class";54.712;7;11.6263;"Medium";310;302;77;"2019-05-06";"2019-05-10";270
